title,console,genre,publisher,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,total_sales,release_year,publisher_rank,platform_release_count,total_sales_per_title
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,Action,THQ,10,5.5,9,6.3,270000,2010,5,5,910000
One Piece: Pirate Warriors 3,PS3,Action,Tecmo Koei,34,7.4,209,7.6,270000,2015,40,2,450000
Fantastic 4,XB,Action,Activision,46,6.2,7,3.9,270000,2005,1,3,1010000
Dead Rising 2: Off the Record,X360,Action,Capcom,48,7.2,85,7.7,270000,2011,11,2,590000
Iron Man 2,X360,Action,Sega,35,4.1,28,4.0,270000,2010,9,5,1710000
Friday the 13th: The Game,XOne,Action,Gun Media,26,6.1,293,6.3,270000,2017,218,2,750000
Shadows of the Damned,PS3,Action,Electronic Arts,76,7.6,189,8.3,270000,2011,2,2,460000
Rocky: Legends,PS2,Action,Ubisoft,24,6.5,10,8.3,270000,2004,4,1,270000
Shadow of Rome,PS2,Action,Capcom,52,7.5,90,8.5,270000,2005,11,1,270000
LEGO Jurassic World,PSV,Action,Warner Bros. Interactive Entertainment,46,7.0,201,7.2,270000,2015,14,7,5680000
Fate/Extella: The Umbral Star,PS4,Action,Xseed Games,33,6.7,59,6.9,270000,2017,59,3,630000
Assassin's Creed: Altair's Chronicles,DS,Action,Ubisoft,30,5.8,38,5.1,270000,2008,4,2,320000
Harry Potter and the Order of the Phoenix,PS2,Adventure,Electronic Arts,38,6.8,41,5.3,270000,2007,2,7,2520000
Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,Ubisoft,57,8.0,94,7.8,260000,2005,4,6,3390000
Indiana Jones and the Staff of Kings,PSP,Action,LucasArts,32,5.5,23,7.3,260000,2009,12,4,1510000
Assassin's Creed Syndicate,PC,Action,Ubisoft,88,7.6,2665,6.9,260000,2015,4,3,5300000
Spider-Man: Web of Shadows,PS3,Action,Activision,57,6.8,139,8.4,260000,2008,1,6,1240000
Asura's Wrath,X360,Action,Capcom,54,7.1,229,7.1,260000,2012,11,2,690000
Drakan: The Ancients' Gates,PS2,Adventure,Sony Computer Entertainment,31,7.8,33,8.2,260000,2002,6,1,260000
Pirates of the Caribbean: Dead Man's Chest,DS,Adventure,Buena Vista,34,5.2,8,6.9,260000,2006,61,3,1010000
The Adventures of Tintin: The Game,PS3,Adventure,Ubisoft,35,6.3,18,7.1,260000,2011,4,5,1000000
Batman: Vengeance,GC,Adventure,Ubisoft,19,6.8,18,6.9,260000,2001,4,3,990000
ReCore,XOne,Action-Adventure,Microsoft Studios,78,6.3,661,6.8,260000,2016,28,1,260000
Tom Clancy's Splinter Cell: Double Agent,PS3,Action,Ubisoft,59,8.5,146,7.7,260000,2007,4,5,1230000
Tokyo Jungle,PS3,Action,Sony Computer Entertainment,60,7.4,118,8.1,260000,2020,6,1,260000
Dishonored 2,PC,Action,Bethesda Softworks,67,8.8,1828,8.0,260000,2016,13,3,3090000
Resident Evil: Deadly Silence,DS,Action,Capcom,41,7.1,48,7.7,260000,2006,11,1,260000
Dynasty Warriors Next,PSV,Action,Tecmo Koei,35,6.7,78,7.5,260000,2012,40,1,260000
Deadly Premonition,X360,Action,Ignition Entertainment,39,6.8,263,8.1,260000,2010,102,1,260000
Superman Returns,X360,Action,Electronic Arts,48,5.1,25,4.2,260000,2006,2,2,330000
Dynasty Warriors 6,PS2,Action,KOEI,42,6.0,28,6.9,250000,2008,42,3,1260000
LEGO Star Wars III: The Clone Wars,PC,Action,LucasArts,43,7.5,141,7.8,250000,2011,12,7,7330000
Star Wars The Clone Wars: Republic Heroes,PS2,Action,LucasArts,37,4.3,34,6.0,250000,2009,12,7,2720000
Teen Titans,PS2,Action,THQ,12,5.6,30,7.1,250000,2006,5,3,750000
Ratchet & Clank: Full Frontal Assault,PS3,Action,Sony Computer Entertainment,52,6.4,170,7.1,250000,2012,6,2,250000
Prison Break: The Conspiracy,PS3,Adventure,Deep Silver,37,4.0,24,5.1,250000,2010,43,3,460000
Danganronpa V3: Killing Harmony,PS4,Adventure,NIS America,45,8.1,344,7.6,250000,2017,50,2,430000
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,Adventure,Bethesda Softworks,32,5.1,15,6.8,250000,2006,13,1,250000
LEGO The Hobbit,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,47,7.2,155,6.7,250000,2014,14,7,2460000
Spirit Camera: The Cursed Memoir,3DS,Action-Adventure,Nintendo,35,5.4,37,6.3,250000,2012,10,1,250000
Happy Feet,GC,Adventure,Midway Games,11,4.6,8,6.1,250000,2006,20,3,700000
Family Guy: Back to the Multiverse,X360,Action-Adventure,Activision,28,3.9,65,5.3,250000,2012,1,2,520000
Bomberman Generation,GC,Adventure,Majesco,19,8.1,23,8.4,250000,2002,26,1,250000
L.A. Noire,XOne,Adventure,Rockstar Games,83,8.9,1207,8.0,250000,2017,7,5,7240000
The Outfit,X360,Action,THQ,52,7.0,17,7.7,250000,2006,5,1,250000
Spider-Man: Edge of Time,X360,Action,Activision,50,5.7,64,7.1,250000,2011,1,5,830000
Avatar: The Last Airbender - The Burning Earth,Wii,Action,THQ,7,5.4,19,4.2,250000,2007,5,4,1140000
Devil Kings,PS2,Action,Capcom,27,6.4,12,8.1,250000,2005,11,1,250000
Darksiders III,PS4,Action,THQ Nordic,60,6.4,609,7.0,250000,2018,125,3,380000
Ninja Gaiden 3,X360,Action,Tecmo Koei,43,5.8,173,5.1,250000,2012,40,2,690000
Indiana Jones and the Staff of Kings,DS,Action,LucasArts,32,5.5,23,7.3,250000,2009,12,4,1510000
Spider-Man: Web of Shadows,Wii,Action,Activision,57,6.8,139,8.4,250000,2008,1,6,1240000
NHL 08,X360,Action,Electronic Arts,44,8.5,6,6.7,250000,2007,2,1,250000
Saints Row IV: Re-Elected,XOne,Action,Deep Silver,39,7.1,88,6.9,240000,2015,43,2,660000
The Escapists 2,PS4,Action,Sold Out,30,7.5,69,7.0,240000,2017,172,3,440000
Peter Jackson's King Kong: The Official Game of the Movie,GC,Action,Ubisoft,57,8.0,94,7.8,240000,2005,4,6,3390000
X-Men: Destiny,PS3,Action,Activision,51,4.7,78,4.9,240000,2011,1,4,640000
Disney's A Christmas Carol,DS,Adventure,Disney Interactive Studios,7,6.6,6,6.5,240000,2009,15,1,240000
A Way Out,XOne,Action,Electronic Arts,66,7.8,1423,7.9,240000,2018,2,2,720000
Ghost Rider,PSP,Action,2K Games,37,5.4,46,7.4,240000,2007,24,1,240000
X-Men: Destiny,X360,Action,Activision,51,4.7,78,4.9,240000,2011,1,4,640000
Azurik: Rise of Perathia,XB,Action,Microsoft,26,5.2,6,7.0,240000,2001,49,1,240000
G.I. Joe: The Rise of Cobra,X360,Action,Electronic Arts,59,4.2,9,5.3,240000,2009,2,6,1090000
Transformers: Devastation,PS4,Action,Activision,51,7.7,251,7.7,240000,2015,1,5,640000
God of War Collection,PSV,Action,Sony Computer Entertainment,50,9.1,730,8.8,240000,2014,6,1,240000
Fantastic 4,GC,Action,Activision,46,6.2,7,3.9,240000,2005,1,3,1010000
Spider-Man: Shattered Dimensions,Wii,Action,Activision,68,7.6,186,7.9,240000,2010,1,4,1230000
Afro Samurai,X360,Action,Namco Bandai,70,6.5,47,5.9,240000,2009,27,2,440000
Dynasty Warriors 6 Empires,X360,Action,KOEI,24,5.9,13,6.1,240000,2009,42,2,580000
Prince of Persia: The Forgotten Sands,Wii,Action,Ubisoft,69,7.4,138,7.4,240000,2010,4,6,2100000
Darksiders II: Deathinitive Edition,PS4,Action-Adventure,Nordic Games,28,7.2,307,7.4,240000,2015,104,2,320000
The Testament of Sherlock Holmes,PS3,Adventure,Focus Home Interactive,24,6.4,42,8.0,240000,2012,70,2,260000
The Adventures of Tintin: The Game,X360,Adventure,Ubisoft,35,6.3,18,7.1,240000,2011,4,5,1000000
Harry Potter and the Order of the Phoenix,PS3,Adventure,Electronic Arts,38,6.8,41,5.3,240000,2007,2,7,2520000
Hello Neighbor,NS,Action,Gearbox Software,21,3.8,402,5.3,240000,2018,105,4,1010000
Genma Onimusha,XB,Action,Capcom,27,8.3,17,8.7,240000,2002,11,1,240000
Dynasty Warriors 7,X360,Action,Tecmo Koei,25,5.7,70,7.3,240000,2011,40,2,1150000
Genji: Dawn of the Samurai,PS2,Action,Sony Computer Entertainment,49,7.4,35,8.7,230000,2005,6,1,230000
Attack on Titan 2,NS,Action,Koei Tecmo,50,7.5,105,7.5,230000,2018,191,4,570000
Looney Tunes: Acme Arsenal,Wii,Action,Warner Bros. Interactive,15,4.0,6,8.5,230000,2007,22,3,690000
Harry Potter and the Goblet of Fire,DS,Adventure,Electronic Arts,29,6.8,67,5.3,230000,2005,2,7,2340000
Harry Potter and the Goblet of Fire,XB,Adventure,Electronic Arts,29,6.8,67,5.3,230000,2005,2,7,2340000
The Lord of the Rings: Aragorn's Quest,Wii,Action,Warner Bros. Interactive,21,5.8,18,7.6,230000,2010,22,5,710000
Buffy the Vampire Slayer,XB,Action,Electronic Arts,30,7.9,27,6.8,230000,2002,2,1,230000
RIGS: Mechanized Combat League,PS4,Action,Sony Interactive Entertainment,45,7.8,126,7.6,230000,2016,53,1,230000
LEGO The Hobbit,WiiU,Action-Adventure,Warner Bros. Interactive Entertainment,47,7.2,155,6.7,230000,2014,14,7,2460000
The Polar Express,PS2,Adventure,THQ,10,3.9,16,6.9,230000,2004,5,3,530000
Corpse Party: Blood Drive,PSV,Adventure,Xseed Games,19,6.0,72,7.6,230000,2015,59,1,230000
No Man's Sky,XOne,Action-Adventure,505 Games,100,7.1,5261,5.5,230000,2018,41,2,2490000
Saint Seiya: Sanctuary Battle,PS3,Action,Namco Bandai Games,14,6.2,51,7.9,230000,2012,29,1,230000
Rogue Ops,PS2,Action,Kemco,26,6.1,6,8.2,230000,2003,138,3,410000
NBA 2K6,X360,Action,2K Sports,33,8.1,18,6.9,230000,2005,17,3,1470000
Mafia,XB,Action,Gathering of Developers,33,6.6,234,8.4,230000,2004,143,3,970000
Dynasty Warriors: Strikeforce,X360,Action,Tecmo Koei,28,6.5,12,7.1,230000,2010,40,3,970000
The Scorpion King: Rise of the Akkadian,PS2,Action,Universal Interactive,12,4.7,4,5.5,230000,2002,62,2,340000
WWE All Stars,3DS,Action,THQ,64,7.5,62,7.3,230000,2011,5,1,230000
Tom Clancy's Splinter Cell,GC,Action,Ubisoft,46,9.3,196,8.5,230000,2003,4,3,5900000
The Incredible Hulk: Ultimate Destruction,XB,Action,VU Games,47,8.4,21,7.6,230000,2005,37,3,920000
Spider-Man: Edge of Time,PS3,Action,Activision,50,5.7,64,7.1,230000,2011,1,5,830000
Metal Gear Survive,PS4,Action,Konami Digital Entertainment,73,6.0,1108,1.5,230000,2018,33,2,310000
Silent Hill: Book of Memories,PSV,Action,Konami Digital Entertainment,57,5.8,137,4.8,230000,2012,33,2,250000
Hitman 2,XOne,Action-Adventure,Warner Bros. Interactive Entertainment,74,8.2,972,8.4,220000,2018,14,2,730000
Judgment,PS4,Action-Adventure,Sega,89,8.0,639,8.5,220000,2019,9,1,220000
Cloudy With a Chance of Meatballs,DS,Adventure,Ubisoft,12,6.2,12,6.8,220000,2009,4,4,490000
Scooby-Doo! Mystery Mayhem,GC,Adventure,THQ,17,5.5,17,7.5,220000,2004,5,4,1260000
Herdy Gerdy,PS2,Adventure,Eidos Interactive,24,6.9,8,5.9,220000,2002,21,1,220000
Def Jam: Fight for NY,GC,Action,Electronic Arts,46,8.3,153,8.9,220000,2004,2,1,220000
Ben 10 Alien Force: Vilgax Attacks,X360,Action,D3 Publisher,9,6.1,30,7.6,220000,2009,34,5,1800000
The Wolf Among Us,PS4,Adventure,Telltale Games,13,8.0,1181,8.7,220000,2014,83,4,440000
Jackass the Game,PSP,Action,Red Mile Entertainment,24,5.8,22,6.9,220000,2007,237,2,500000
Marvel Super Hero Squad: The Infinity Gauntlet,DS,Action,THQ,10,5.5,9,6.3,220000,2010,5,5,910000
Bladestorm: Nightmare,PS4,Action,Tecmo Koei,33,5.8,29,5.9,220000,2015,40,3,330000
Transformers: Dark of the Moon,3DS,Action,Activision,53,5.9,42,6.3,220000,2011,1,4,1020000
From Russia With Love,GC,Action,Electronic Arts,34,7.1,18,7.1,220000,2005,2,2,420000
LEGO Harry Potter Collection,XOne,Action,Warner Bros. Interactive Entertainment,17,7.3,135,7.4,220000,2018,14,3,1430000
Deadpool,XOne,Action,Activision,49,6.2,477,7.4,220000,2015,1,4,1600000
The Suffering,XB,Action,Midway Games,47,7.7,55,8.1,220000,2004,20,3,640000
Dead by Daylight,PS4,Action,505 Games,18,6.4,613,5.4,220000,2017,41,2,340000
LEGO Harry Potter: Years 5-7,PC,Action,Warner Bros. Interactive,35,7.7,105,7.6,220000,2011,22,8,5020000
Spartan: Total Warrior,PS2,Action,Sega,36,7.3,21,8.3,220000,2005,9,3,420000
G.I. Joe: The Rise of Cobra,Wii,Action,Electronic Arts,59,4.2,9,5.3,220000,2009,2,6,1090000
Viewtiful Joe 2,GC,Action,Capcom,39,8.6,25,7.2,220000,2004,11,2,430000
Attack on Titan 2,PS4,Action,Koei Tecmo,50,7.5,105,7.5,220000,2018,191,4,570000
Deadly Creatures,Wii,Action,THQ,45,7.2,26,7.9,220000,2009,5,1,220000
Star Wars: The Force Unleashed II,DS,Action,LucasArts,59,6.1,318,6.1,220000,2010,12,5,3980000
Way of the Samurai 3,X360,Action,UFO Interactive,22,5.5,20,7.0,210000,2009,111,2,730000
JSRF: Jet Set Radio Future,XB,Action,Sega,36,8.8,119,8.8,210000,2002,9,1,210000
7 Days to Die,PS4,Action,Telltale Games,17,3.5,225,5.7,210000,2016,83,2,330000
Tenchu: Return From Darkness,XB,Action,Activision,55,7.0,8,7.5,210000,2004,1,1,210000
Vampire Rain,X360,Action,AQ Interactive,45,3.8,30,3.5,210000,2007,325,1,210000
Anarchy Reigns,PS3,Action,Sega,38,7.3,121,7.9,210000,2013,9,2,390000
Rampage: Total Destruction,Wii,Action,Midway Games,34,5.1,13,7.0,210000,2006,20,3,980000
Disaster Report,PS2,Action,Agetec,28,6.6,10,6.9,210000,2003,66,1,210000
Devil May Cry HD Collection,PS4,Action,Capcom,32,7.7,177,8.2,210000,2018,11,2,250000
Fate/Extella: The Umbral Star,NS,Action,Xseed Games,33,6.7,59,6.9,210000,2017,59,3,630000
Frogger 3D,3DS,Action,Konami,11,5.4,11,6.1,210000,2011,8,1,210000
Viewtiful Joe 2,PS2,Action,Capcom,39,8.6,25,7.2,210000,2004,11,2,430000
Shadow of Destiny,PS2,Adventure,Konami,18,7.8,29,8.3,210000,2001,8,3,320000
Prison Break: The Conspiracy,X360,Adventure,Deep Silver,37,4.0,24,5.1,210000,2010,43,3,460000
Cursed Mountain,Wii,Adventure,Deep Silver,51,6.7,17,7.1,210000,2009,43,1,210000
Marvel Super Hero Squad,PSP,Adventure,THQ,16,4.9,12,5.8,210000,2009,5,4,1270000
Spider-Man: Web of Shadows,PS2,Action,Activision,57,6.8,139,8.4,210000,2008,1,6,1240000
Batman Begins,XB,Action,Electronic Arts,56,6.5,29,7.7,210000,2005,2,4,1090000
G.I. Joe: The Rise of Cobra,PS3,Action,Electronic Arts,59,4.2,9,5.3,210000,2009,2,6,1090000
Evil Dead: Regeneration,PS2,Action,THQ,34,6.6,12,6.8,210000,2005,5,2,290000
Tenchu: Shadow Assassins,Wii,Action,Ubisoft,35,7.0,25,6.4,210000,2009,4,2,330000
LBX: Little Battlers eXperience,3DS,Action,Nintendo,23,7.3,62,7.5,210000,2015,10,1,210000
X2: Wolverine's Revenge,XB,Action,Activision,27,5.8,6,5.0,210000,2003,1,3,970000
Zone of the Enders HD Collection,X360,Action,Konami Digital Entertainment,27,7.3,62,7.8,210000,2012,33,2,600000
Project: Snowblind,PS2,Action,Eidos Interactive,54,7.8,18,6.6,210000,2005,21,2,320000
State of Decay: Year One Survival Edition,XOne,Action-Adventure,Microsoft Studios,47,7.2,201,6.9,210000,2015,28,1,210000
Tom Clancy's Splinter Cell: Blacklist,PC,Action-Adventure,Ubisoft,58,8.2,500,7.6,210000,2013,4,4,2320000
Conan Exiles,PS4,Action-Adventure,Maximum Games,33,6.8,258,5.5,210000,2018,141,2,270000
Batman: Return to Arkham,XOne,Action,Warner Bros. Interactive Entertainment,28,7.3,479,8.3,200000,2016,14,2,840000
Way of the Samurai 4,PS3,Action,Acquire,25,5.8,25,7.4,200000,2011,189,1,200000
Predator: Concrete Jungle,PS2,Action,VU Games,17,4.6,14,7.1,200000,2005,37,2,300000
God Eater Resurrection,PSV,Action,Namco Bandai Games,18,7.0,91,6.9,200000,2016,29,2,290000
LEGO Harry Potter: Years 5-7,PSV,Action,Warner Bros. Interactive Entertainment,35,7.7,105,7.6,200000,2012,14,8,5020000
Kung Fu Rider,PS3,Action,Sony Computer Entertainment,45,3.6,24,4.6,200000,2010,6,1,200000
Code of Princess,3DS,Action-Adventure,Atlus,38,6.7,87,7.3,200000,2012,32,1,200000
Castlevania: Lords of Shadow 2,PS3,Action-Adventure,Konami Digital Entertainment,55,6.3,639,7.7,200000,2014,33,2,290000
Sleeping Dogs: Definitive Edition,XOne,Action-Adventure,Square Enix,34,7.7,628,7.7,200000,2014,18,2,640000
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,Adventure,Buena Vista,36,6.8,20,7.9,200000,2005,61,5,1760000
Eagle Flight,PS4,Adventure,Ubisoft,36,7.3,52,6.8,200000,2016,4,1,200000
Prince of Persia: Warrior Within,GC,Adventure,Ubisoft,55,8.3,113,8.5,200000,2004,4,4,2640000
The Thing,XB,Adventure,VU Games,27,7.8,45,7.2,200000,2002,37,3,640000
Dragon Ball: Revenge of King Piccolo,Wii,Action,Namco Bandai,25,6.5,19,7.8,200000,2009,27,1,200000
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,Action,Konami,20,5.3,17,7.4,200000,2005,8,4,420000
Dante's Inferno,PSP,Action,Electronic Arts,71,7.3,283,7.7,200000,2010,2,3,2200000
Afro Samurai,PS3,Action,Namco Bandai,70,6.5,47,5.9,200000,2009,27,2,440000
Warriors Orochi,X360,Action,KOEI,27,5.3,19,8.0,200000,2007,42,4,1270000
Warriors Orochi,PSP,Action,KOEI,27,5.3,19,8.0,200000,2008,42,4,1270000
From Russia With Love,XB,Action,Electronic Arts,34,7.1,18,7.1,200000,2005,2,2,420000
Forgotten Realms: Demon Stone,PS2,Action,Atari,40,7.1,17,7.8,200000,2004,16,3,290000
Agents of Mayhem,PS4,Action,Deep Silver,73,6.2,170,6.6,200000,2017,43,2,310000
Captain America: Super Soldier,PS3,Action,Sega,48,6.0,51,6.5,200000,2011,9,5,560000
Pac-Man & Galaga Dimensions,3DS,Action,Namco Bandai,25,6.0,14,6.6,190000,2011,27,1,190000
Family Guy,PSP,Adventure,2K Games,35,5.0,28,7.0,190000,2006,24,1,190000
Danganronpa 2: Goodbye Despair,PSP,Adventure,Spike,51,8.1,404,8.8,190000,2012,155,2,370000
Tomb Raider: Underworld,DS,Adventure,Eidos Interactive,57,7.6,129,7.5,190000,2008,21,6,3230000
The Polar Express,GBA,Adventure,THQ,10,3.9,16,6.9,190000,2004,5,3,530000
Harry Potter and the Goblet of Fire,PSP,Adventure,Electronic Arts,29,6.8,67,5.3,190000,2005,2,7,2340000
Disney's Magical Mirror Starring Mickey Mouse,GC,Adventure,Nintendo,9,5.0,14,7.1,190000,2002,10,1,190000
Blood Omen 2,XB,Action,Eidos Interactive,22,7.6,21,7.6,190000,2002,21,3,630000
Shadows of the Damned,X360,Action,Electronic Arts,76,7.6,189,8.3,190000,2011,2,2,460000
Disney's Meet the Robinsons,Wii,Action,Disney Interactive Studios,21,6.5,9,7.1,190000,2007,15,4,330000
Harry Potter and the Prisoner of Azkaban,XB,Adventure,Electronic Arts,29,7.0,80,7.9,190000,2004,2,5,2150000
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,57,8.0,94,7.8,190000,2005,4,6,3390000
Saw II: Flesh & Blood,PS3,Action,Konami,34,4.7,33,5.9,190000,2010,8,2,340000
Ninja Gaiden 3: Razor's Edge,WiiU,Action,Nintendo,41,6.9,154,7.5,190000,2012,10,1,190000
Samurai Warriors: State of War,PSP,Action,KOEI,30,6.4,6,6.2,190000,2006,42,1,190000
Hulk,GC,Action,Universal Interactive,28,7.1,21,6.9,190000,2003,62,4,1580000
Tenchu: Fatal Shadows,PS2,Action,Sega,33,5.8,33,7.8,190000,2005,9,1,190000
Remember Me,X360,Action,Capcom,42,7.0,321,7.5,190000,2013,11,2,530000
Binary Domain,X360,Action,Sega,43,7.4,232,8.1,190000,2012,9,2,520000
Dishonored: Definitive Edition,XOne,Action,Bethesda Softworks,32,8.0,440,7.8,190000,2015,13,2,610000
Rise of the Argonauts,PS3,Action,Codemasters,43,5.4,30,7.3,190000,2008,30,2,360000
Manhunt,XB,Action,Rockstar Games,47,7.6,230,8.3,190000,2004,7,3,1470000
Dynasty Warriors: Gundam 2,X360,Action,Namco Bandai,30,4.9,14,5.7,190000,2009,27,3,1020000
Spider-Man: Shattered Dimensions,DS,Action,Activision,68,7.6,186,7.9,190000,2010,1,4,1230000
Silent Hill HD Collection,X360,Action,Konami Digital Entertainment,33,7.0,199,4.8,190000,2012,33,2,510000
The Surge,PS4,Action,Focus Home Interactive,58,7.3,392,6.6,190000,2017,70,2,310000
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,Action,Konami,25,4.7,30,6.5,190000,2004,8,4,1080000
Chibi-Robo! Park Patrol,DS,Adventure,Nintendo,14,7.8,15,7.3,190000,2007,10,1,190000
Warriors: Legends of Troy,PS3,Action,Tecmo Koei,22,4.4,29,7.1,190000,2011,40,2,250000
The Scorpion King: Sword of Osiris,GBA,Action,Vivendi Games,14,7.2,12,8.2,190000,2002,54,1,190000
Saints Row IV,PC,Action,Deep Silver,45,8.6,2119,7.4,190000,2013,43,3,3210000
LEGO Marvel's Avengers,PSV,Action,Warner Bros. Interactive Entertainment,70,7.1,242,7.3,190000,2016,14,7,3120000
The Spiderwick Chronicles,Wii,Adventure,Sierra Entertainment,40,5.9,4,6.3,190000,2008,56,4,390000
Legacy of Kain: Defiance,XB,Adventure,Eidos Interactive,34,7.5,85,8.7,190000,2003,21,3,730000
Majin and the Forsaken Kingdom,X360,Adventure,Namco Bandai,49,7.2,53,7.9,190000,2010,27,2,480000
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,Adventure,Buena Vista,36,6.8,20,7.9,180000,2005,61,5,1760000
Charlie and the Chocolate Factory,GC,Adventure,Global Star Software,21,3.5,10,3.8,180000,2005,65,4,940000
Siren,PS2,Adventure,Sony Computer Entertainment,48,7.2,59,7.9,180000,2003,6,1,180000
Back to the Future: The Game,PS4,Adventure,Telltale Games,7,6.6,14,4.8,180000,2015,83,6,360000
Silent Hill 4: The Room,XB,Adventure,Konami,54,7.6,496,8.0,180000,2004,8,2,690000
Danganronpa V3: Killing Harmony,PSV,Adventure,NIS America,45,8.1,344,7.6,180000,2017,50,2,430000
Tomb Raider: Underworld,PS2,Adventure,Eidos Interactive,57,7.6,129,7.5,180000,2009,21,6,3230000
Danganronpa 2: Goodbye Despair,PSV,Adventure,NIS America,51,8.1,404,8.8,180000,2014,50,2,370000
Twisted Metal: Small Brawl,PS,Action,Sony Computer Entertainment,14,5.1,33,6.5,180000,2001,6,1,180000
Senran Kagura: Estival Versus,PS4,Action,Xseed Games,25,6.7,174,7.9,180000,2016,59,2,360000
Splatterhouse,X360,Action,Namco Bandai,51,6.2,93,7.5,180000,2010,27,2,340000
Toukiden,PSP,Action,Tecmo Koei,44,7.1,134,8.4,180000,2013,40,2,540000
Naruto Shippuden: Dragon Blade Chronicles,Wii,Action,Atlus,14,3.8,18,3.3,180000,2010,32,1,180000
Gauntlet: Dark Legacy,GC,Action,Midway Games,20,6.0,18,8.0,180000,2002,20,4,1500000
Dynasty Warriors: Gundam 3,X360,Action,Tecmo Koei,27,6.5,25,7.6,180000,2011,40,2,720000
One Piece: Pirate Warriors 3,PSV,Action,Tecmo Koei,34,7.4,209,7.6,180000,2015,40,2,450000
Fear Effect 2: Retro Helix,PS,Action,Eidos Interactive,15,8.4,35,7.0,180000,2001,21,1,180000
Mushroom Men: The Spore Wars,Wii,Action,SouthPeak Interactive,37,7.2,44,8.6,180000,2008,74,1,180000
Dragon Blade: Wrath of Fire,Wii,Action,D3 Publisher,19,5.1,6,5.7,180000,2007,34,1,180000
Ghostbusters: The Video Game,PSP,Action,Atari,74,7.8,109,7.8,180000,2009,16,6,3340000
The Munchables,Wii,Action,Namco Bandai,33,7.1,10,8.0,180000,2009,27,1,180000
Resident Evil: Revelations,PS4,Action,Capcom,78,8.2,665,8.2,180000,2017,11,4,1850000
Senran Kagura 2: Deep Crimson,3DS,Action,Marvelous Entertainment,28,5.8,85,6.6,180000,2015,267,1,180000
Indiana Jones and the Emperor's Tomb,XB,Action,LucasArts,43,7.3,22,8.0,180000,2003,12,2,180000
Buffy the Vampire Slayer: Chaos Bleeds,PS2,Action,VU Games,27,7.2,22,7.1,180000,2003,37,3,330000
SoulCalibur Legends,Wii,Action,Namco Bandai,35,5.2,20,4.9,180000,2007,27,1,180000
Batman: Vengeance,GBA,Action,Ubisoft,19,6.8,18,6.9,180000,2001,4,3,990000
Spider-Man: Friend or Foe,PSP,Action,Activision,51,6.0,41,6.6,180000,2007,1,6,1460000
Van Helsing,XB,Action,VU Games,41,6.4,22,6.8,180000,2007,37,3,720000
Anarchy Reigns,X360,Action,Sega,38,7.3,121,7.9,180000,2013,9,2,390000
Senran Kagura: Estival Versus,PSV,Action,Xseed Games,25,6.7,174,7.9,180000,2016,59,2,360000
Journey,PSN,Adventure,Sony Computer Entertainment America,78,9.2,1913,8.7,170000,2012,52,1,170000
Fairytale Fights,X360,Action,Playlogic Game Factory,47,5.1,13,5.7,170000,2009,205,2,340000
Beat Down: Fists of Vengeance,PS2,Action,Capcom,33,4.8,21,7.7,170000,2005,11,1,170000
Green Lantern: Rise of the Manhunters,PS3,Action,Warner Bros. Interactive,17,5.9,35,6.8,170000,2011,22,5,630000
Murdered: Soul Suspect,XOne,Action-Adventure,Square Enix,60,5.9,513,6.8,170000,2014,18,4,740000
Axiom Verge,NS,Action,Thomas Happ Games,61,8.4,238,7.8,170000,2017,349,3,220000
State of Emergency,XB,Action,Rockstar Games,34,7.1,25,6.6,170000,2003,7,2,1930000
Valkyrie Drive: Bhikkhuni,PSV,Action,PQube,7,7.2,23,8.3,170000,2016,186,1,170000
The Grim Adventures of Billy & Mandy,GC,Action,Midway Games,10,6.1,5,7.2,170000,2006,20,1,170000
The Suffering: Ties That Bind,PS2,Action,Midway Games,37,7.5,36,8.1,170000,2005,20,2,260000
Teen Titans,GBA,Action,THQ,12,5.6,30,7.1,170000,2005,5,3,750000
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,Action,THQ,10,5.5,9,6.3,170000,2010,5,5,910000
X-Men: The Official Game,X360,Action,Activision,57,5.2,12,6.7,170000,2006,1,6,1010000
The Lord of the Rings: Aragorn's Quest,PS3,Action,Warner Bros. Interactive,21,5.8,18,7.6,170000,2010,22,5,710000
Transformers: Dark of the Moon,Wii,Action,Activision,53,5.9,42,6.3,170000,2011,1,4,1020000
Captain America: Super Soldier,X360,Action,Sega,48,6.0,51,6.5,170000,2011,9,5,560000
Mercury Meltdown Revolution,Wii,Action,Ignition Entertainment,41,7.7,9,8.0,170000,2007,102,1,170000
Thief: Deadly Shadows,XB,Action,Eidos Interactive,61,8.2,16,7.1,170000,2004,21,1,170000
True Crime: New York City,GC,Action,Activision,47,6.0,65,7.2,170000,2005,1,4,1210000
