title,console,genre,publisher,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,total_sales,release_year,publisher_rank,platform_release_count,total_sales_per_title
Dynasty Warriors: Strikeforce,PSP,Action,Tecmo Koei,28,6.5,12,7.1,450000,2009,40,3,970000
Tomb Raider: Underworld,Wii,Adventure,Eidos Interactive,57,7.6,129,7.5,450000,2008,21,6,3230000
Crash of the Titans,Wii,Action,Sierra Entertainment,25,6.5,102,7.0,450000,2007,56,5,2300000
Samurai Warriors: Xtreme Legends,PS2,Action,KOEI,17,7.2,6,8.7,450000,2004,42,1,450000
Terraria,PS3,Action-Adventure,505 Games,39,8.1,718,8.3,450000,2013,41,6,820000
Silent Hill: Homecoming,X360,Action,Konami,54,7.0,204,6.3,450000,2008,8,3,840000
Transformers: Fall of Cybertron,X360,Action,Activision,52,7.9,230,8.5,440000,2012,1,3,850000
Samurai Warriors 3,Wii,Action,Nintendo,26,5.5,22,7.6,440000,2010,10,1,440000
Spider-Man: Shattered Dimensions,PS3,Action,Activision,68,7.6,186,7.9,440000,2010,1,4,1230000
Metal Gear Solid HD Collection,PSV,Action,Konami Digital Entertainment,50,8.9,558,9.0,440000,2012,33,6,3180000
Ben 10 Alien Force: Vilgax Attacks,Wii,Action,D3 Publisher,9,6.1,30,7.6,440000,2009,34,5,1800000
Naughty Bear,PS3,Action,505 Games,51,4.3,40,5.0,440000,2010,41,2,850000
Scooby-Doo! Mystery Mayhem,GBA,Action,THQ,17,5.5,17,7.5,440000,2003,5,4,1260000
Robert Ludlum's The Bourne Conspiracy,X360,Action,Sierra Entertainment,72,7.1,46,6.5,440000,2008,56,2,830000
Spawn: Armageddon,PS2,Action,Namco,33,5.6,13,6.8,440000,2003,19,3,680000
Sleeping Dogs: Definitive Edition,PS4,Action,Square Enix,34,7.7,628,7.7,440000,2014,18,2,640000
50 Cent: Bulletproof,XB,Action,Vivendi Games,25,5.2,12,4.1,440000,2005,54,3,2300000
The Thing,PS2,Adventure,VU Games,27,7.8,45,7.2,440000,2002,37,3,640000
LEGO DC Super-Villains,NS,Action-Adventure,Warner Bros. Interactive Entertainment,43,7.4,155,7.3,440000,2018,14,3,1200000
Viking: Battle for Asgard,X360,Action,Sega,67,6.8,51,7.6,440000,2008,9,2,820000
Deadpool,X360,Action,Activision,49,6.2,477,7.4,440000,2013,1,4,1600000
Star Wars The Clone Wars: Republic Heroes,PS3,Action,LucasArts,37,4.3,34,6.0,440000,2009,12,7,2720000
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,Action,Konami,25,4.7,30,6.5,440000,2004,8,4,1080000
Ninja Gaiden 3,PS3,Action,Tecmo Koei,43,5.8,173,5.1,440000,2012,40,2,690000
Van Helsing,PS2,Action,VU Games,41,6.4,22,6.8,440000,2004,37,3,720000
Ben 10 Alien Force: Vilgax Attacks,PSP,Action,D3 Publisher,9,6.1,30,7.6,430000,2009,34,5,1800000
LEGO Marvel's Avengers,PS3,Action,Warner Bros. Interactive Entertainment,70,7.1,242,7.3,430000,2016,14,7,3120000
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,Adventure,Buena Vista,36,6.8,20,7.9,430000,2005,61,5,1760000
Primal,PS2,Action,Sony Computer Entertainment,36,7.3,55,8.7,430000,2003,6,1,430000
Asura's Wrath,PS3,Action,Capcom,54,7.1,229,7.1,430000,2012,11,2,690000
Nicktoons Unite!,GBA,Action,THQ,8,5.3,30,6.6,430000,2005,5,1,430000
Ghostbusters: The Video Game,PS2,Action,Atari,74,7.8,109,7.8,430000,2009,16,6,3340000
Hello Neighbor,XOne,Action,Gearbox Software,21,3.8,402,5.3,420000,2017,105,4,1010000
Dog's Life,PS2,Adventure,Hip Interactive,19,6.4,116,2.7,420000,2004,207,1,420000
Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,Capcom,59,8.7,73,7.7,420000,2007,11,1,420000
Harry Potter and the Goblet of Fire,GC,Adventure,Electronic Arts,29,6.8,67,5.3,420000,2005,2,7,2340000
Naruto: Ninja Council 3,DS,Action,D3 Publisher,23,5.6,10,5.8,420000,2007,34,1,420000
Superman: Shadow of Apokolips,PS2,Action,Atari,22,6.4,4,4.5,420000,2002,16,2,500000
Dishonored: Definitive Edition,PS4,Action,Bethesda Softworks,32,8.0,440,7.8,420000,2015,13,2,610000
The Suffering,PS2,Action,Midway Games,47,7.7,55,8.1,420000,2004,20,3,640000
Castlevania: Curse of Darkness,PS2,Action,Konami,30,7.0,89,8.2,420000,2005,8,2,540000
Avatar: The Last Airbender - The Burning Earth,PS2,Action,THQ,7,5.4,19,4.2,420000,2007,5,4,1140000
Ben 10 Alien Force: Vilgax Attacks,DS,Action,D3 Publisher,9,6.1,30,7.6,420000,2009,34,5,1800000
Saints Row IV: Re-Elected,PS4,Action,Deep Silver,39,7.1,88,6.9,420000,2015,43,2,660000
Star Wars Trilogy: Apprentice of the Force,GBA,Action,Ubisoft,21,6.0,6,6.3,420000,2004,4,1,420000
Star Wars The Clone Wars: Republic Heroes,PSP,Action,LucasArts,37,4.3,34,6.0,410000,2009,12,7,2720000
Marvel Super Hero Squad,DS,Adventure,THQ,16,4.9,12,5.8,410000,2009,5,4,1270000
Mortal Kombat: Deadly Alliance,GC,Action,Midway Games,31,7.9,108,7.4,410000,2002,20,1,410000
Crash of the Titans,PS2,Action,Sierra Entertainment,25,6.5,102,7.0,410000,2007,56,5,2300000
Naughty Bear,X360,Action,505 Games,51,4.3,40,5.0,410000,2010,41,2,850000
Minority Report: Everybody Runs,PS2,Action,Activision,26,5.0,13,6.3,410000,2002,1,4,650000
Tom Clancy's HAWX 2,PS3,Action,Ubisoft,57,6.8,34,6.5,410000,2010,4,4,920000
X-Men: The Official Game,PS2,Action,Activision,57,5.2,12,6.7,410000,2006,1,6,1010000
300: March to Glory,PSP,Action,Warner Bros. Interactive,31,5.5,29,6.2,410000,2007,22,1,410000
LEGO Harry Potter: Years 5-7,3DS,Action-Adventure,Warner Bros. Interactive,35,7.7,105,7.6,410000,2011,22,8,5020000
LEGO The Lord of the Rings,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,49,8.0,174,7.9,410000,2012,14,1,410000
Transformers: Fall of Cybertron,PS3,Action,Activision,52,7.9,230,8.5,400000,2012,1,3,850000
Star Wars The Clone Wars: Republic Heroes,DS,Action,LucasArts,37,4.3,34,6.0,400000,2009,12,7,2720000
No More Heroes 2: Desperate Struggle,Wii,Action,Ubisoft,68,8.4,176,8.4,400000,2010,4,1,400000
James Cameron's Avatar: The Game,DS,Action,Ubisoft,62,6.1,59,6.2,400000,2009,4,6,3440000
Ghostbusters: The Video Game,DS,Action,Atari,74,7.8,109,7.8,400000,2009,16,6,3340000
Beowulf: The Game,X360,Action,Ubisoft,23,5.1,20,3.7,400000,2007,4,3,650000
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,Action,Konami,8,7.3,17,7.0,400000,2009,8,1,400000
Transformers: The Game,PS3,Action,Activision,50,5.2,40,5.8,400000,2007,1,5,3340000
Spider-Man: Web of Shadows,X360,Action,Activision,57,6.8,139,8.4,400000,2008,1,6,1240000
Rampage: Total Destruction,GC,Action,Midway Games,34,5.1,13,7.0,400000,2006,20,3,980000
Overlord,X360,Adventure,Codemasters,47,7.6,65,7.9,400000,2007,30,2,420000
Sherlock Holmes: The Mystery of the Mummy,DS,Adventure,Focus Home Interactive,13,6.1,11,5.8,400000,2009,70,1,400000
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,33,7.7,95,8.0,390000,2007,21,5,2340000
Iron Man 2,PS3,Action,Sega,35,4.1,28,4.0,390000,2010,9,5,1710000
LEGO Marvel's Avengers,X360,Action,Warner Bros. Interactive Entertainment,70,7.1,242,7.3,390000,2016,14,7,3120000
Super Monkey Ball: Step & Roll,Wii,Action,Sega,36,5.9,15,7.1,390000,2010,9,1,390000
The Evil Within 2,XOne,Action,Bethesda Softworks,71,7.6,1890,8.1,390000,2017,13,2,1440000
LEGO Star Wars III: The Clone Wars,PSP,Action,LucasArts,43,7.5,141,7.8,390000,2011,12,7,7330000
Star Wars The Clone Wars: Republic Heroes,X360,Action,LucasArts,37,4.3,34,6.0,390000,2009,12,7,2720000
Blood Omen 2,PS2,Action,Eidos Interactive,22,7.6,21,7.6,390000,2002,21,3,630000
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,Adventure,Square Enix,53,6.6,60,6.1,390000,2009,18,1,390000
Batman: Arkham VR,PS4,Action,Warner Bros. Interactive Entertainment,64,7.4,195,7.2,390000,2016,14,1,390000
Ultimate Spider-Man,XB,Action,Activision,53,7.7,59,8.5,390000,2005,1,6,1940000
Fantastic Four: Rise of the Silver Surfer,PS2,Action,2K Games,30,4.5,13,6.3,390000,2007,24,5,740000
Zone of the Enders HD Collection,PS3,Action,Konami Digital Entertainment,27,7.3,62,7.8,390000,2012,33,2,600000
Robert Ludlum's The Bourne Conspiracy,PS3,Action,Sierra Entertainment,72,7.1,46,6.5,390000,2008,56,2,830000
Hitman: Blood Money,X360,Action,Eidos Interactive,53,8.2,221,8.5,390000,2006,21,4,1060000
Silent Hill: Homecoming,PS3,Action,Konami,54,7.0,204,6.3,390000,2008,8,3,840000
Hunter: The Reckoning,XB,Action,Interplay,28,7.9,10,6.4,380000,2002,79,2,480000
Saints Row: The Third,PC,Action,THQ,70,8.4,711,7.6,380000,2011,5,3,5630000
Iron Man 2,PSP,Action,Sega,35,4.1,28,4.0,380000,2010,9,5,1710000
Harry Potter and the Prisoner of Azkaban,GC,Adventure,Electronic Arts,29,7.0,80,7.9,380000,2004,2,5,2150000
Ghost Trick: Phantom Detective,DS,Adventure,Capcom,60,8.3,346,7.8,380000,2011,11,1,380000
Metal Gear Solid HD Collection,X360,Action,Konami,50,8.9,558,9.0,380000,2011,8,6,3180000
Looney Tunes: Acme Arsenal,PS2,Action,Warner Bros. Interactive,15,4.0,6,8.5,380000,2007,22,3,690000
Ice Age,GBA,Action,Ubisoft,11,4.7,10,5.9,380000,2002,4,1,380000
Headhunter,PS2,Action,Sega,24,7.4,17,8.4,380000,2002,9,1,380000
Viking: Battle for Asgard,PS3,Action,Sega,67,6.8,51,7.6,380000,2008,9,2,820000
Thief,PS3,Action,Square Enix,48,6.7,862,6.1,370000,2014,18,4,1980000
Overlord: Dark Legend,Wii,Adventure,Codemasters,30,6.8,12,7.3,370000,2009,30,1,370000
LEGO Batman 2: DC Super Heroes,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,59,7.9,296,7.7,370000,2012,14,8,6410000
Spider-Man: Friend or Foe,PS2,Action,Activision,51,6.0,41,6.6,370000,2007,1,6,1460000
Harry Potter and the Order of the Phoenix,PSP,Adventure,Electronic Arts,38,6.8,41,5.3,370000,2007,2,7,2520000
Rise of the Tomb Raider,X360,Adventure,Square Enix,103,8.6,1885,8.1,370000,2015,18,2,2439999
Defiance,PS3,Action,Trion Worlds,40,6.4,665,6.5,370000,2013,181,1,370000
Tomb Raider: Legend,X360,Action,Eidos Interactive,54,8.0,150,7.9,370000,2006,21,7,1650000
Mini Ninjas,Wii,Action,Eidos Interactive,44,7.3,35,8.0,370000,2009,21,5,1360000
Warriors Orochi 2,PS3,Action,Tecmo Koei,28,4.4,14,8.0,370000,2012,40,5,870000
Ultimate Spider-Man,GC,Action,Activision,53,7.7,59,8.5,370000,2005,1,6,1940000
Prince of Persia: The Forgotten Sands,PSP,Action,Ubisoft,69,7.4,138,7.4,370000,2010,4,6,2100000
Rampage: Total Destruction,PS2,Action,Midway Games,34,5.1,13,7.0,370000,2006,20,3,980000
Dynasty Warriors 9,PS4,Action,Tecmo Koei,52,6.5,188,4.4,370000,2018,40,2,450000
The Golden Compass,PSP,Adventure,Sega,25,4.1,8,5.4,370000,2007,9,7,2840000
Life is Strange,PS4,Adventure,Square Enix,24,8.5,2889,8.6,370000,2016,18,3,540000
Marvel Super Hero Squad,Wii,Adventure,THQ,16,4.9,12,5.8,360000,2009,5,4,1270000
Hamtaro: Ham-Ham Heartbreak,GBA,Action,Nintendo,7,7.2,14,7.6,360000,2003,10,1,360000
Toukiden,PSV,Action,Tecmo Koei,44,7.1,134,8.4,360000,2014,40,2,540000
Tom Clancy's HAWX 2,X360,Action,Ubisoft,57,6.8,34,6.5,360000,2010,4,4,920000
The Wonderful 101,WiiU,Action,Nintendo,75,7.8,550,8.6,360000,2013,10,1,360000
Okami HD,PS4,Action,Capcom,44,9.0,451,8.9,360000,2017,11,4,600000
Harry Potter and the Chamber of Secrets,XB,Adventure,Electronic Arts,16,7.1,128,7.7,360000,2002,2,6,7640000
TMNT,Wii,Action,Ubisoft,31,5.8,30,6.2,360000,2007,4,4,1090000
Spider-Man: Shattered Dimensions,X360,Action,Activision,68,7.6,186,7.9,360000,2010,1,4,1230000
LEGO Pirates of the Caribbean: The Video Game,PSP,Action,Disney Interactive Studios,54,7.3,106,7.3,360000,2011,15,7,5510000
NBA 2K6,XB,Action,2K Sports,33,8.1,18,6.9,360000,2005,17,3,1470000
Assassin's Creed III,WiiU,Action-Adventure,Ubisoft,61,8.4,1940,7.0,360000,2012,4,4,13060000
Disney Infinity,3DS,Action-Adventure,Disney Interactive Studios,38,7.4,95,6.6,350000,2013,15,2,1020000
Gravity Rush 2,PS4,Action-Adventure,Sony Interactive Entertainment,100,8.0,720,8.1,350000,2017,53,1,350000
Disney's Tarzan: Return to the Jungle,GBA,Action,Activision,8,6.8,5,8.0,350000,2002,1,1,350000
Transformers: Dark of the Moon,PS3,Action,Activision,53,5.9,42,6.3,350000,2011,1,4,1020000
Star Wars: Flight of the Falcon,GBA,Action,THQ,13,3.9,4,4.0,350000,2003,5,1,350000
Hello Neighbor,PS4,Action,Gearbox Software,21,3.8,402,5.3,350000,2018,105,4,1010000
Chicken Shoot,Wii,Action,"Destination Software, Inc",9,2.7,16,6.1,350000,2007,85,2,390000
Dark Void,PS3,Action,Capcom,69,5.9,52,5.2,350000,2010,11,3,680000
Batman: Rise of Sin Tzu,PS2,Action,Ubisoft,21,6.3,15,6.8,350000,2003,4,4,590000
Charlie and the Chocolate Factory,PS2,Adventure,Global Star Software,21,3.5,10,3.8,350000,2005,65,4,940000
Mini Ninjas,PS3,Action,Eidos Interactive,44,7.3,35,8.0,340000,2009,21,5,1360000
Driver 2 Advance,GBA,Action,Atari,9,7.3,6,4.0,340000,2002,16,1,340000
Danganronpa: Trigger Happy Havoc,PSV,Adventure,NIS America,55,8.0,448,8.6,340000,2014,50,1,340000
Leisure Suit Larry: Magna Cum Laude,PS2,Adventure,VU Games,49,6.2,16,5.9,340000,2004,37,3,510000
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,Adventure,Buena Vista,34,6.5,23,7.6,340000,2005,61,2,430000
Dynasty Warriors 6 Empires,PS3,Action,KOEI,24,5.9,13,6.1,340000,2009,42,2,580000
Dynasty Warriors: Gundam 2,PS2,Action,Namco Bandai,30,4.9,14,5.7,340000,2009,27,3,1020000
Iron Man 2,DS,Action,Sega,35,4.1,28,4.0,340000,2010,9,5,1710000
Remember Me,PS3,Action,Capcom,42,7.0,321,7.5,340000,2013,11,2,530000
Mini Ninjas,DS,Action,Eidos Interactive,44,7.3,35,8.0,340000,2009,21,5,1360000
Dynasty Warriors 5 Empires,PS2,Action,KOEI,40,6.1,14,7.4,340000,2006,42,2,470000
Tenchu Z,X360,Action,Microsoft,51,5.6,46,7.7,340000,2007,49,1,340000
Avatar: The Last Airbender - The Burning Earth,DS,Action,THQ,7,5.4,19,4.2,340000,2007,5,4,1140000
Beyond Good & Evil,PS2,Adventure,Ubisoft,45,8.6,184,8.8,330000,2003,4,4,500000
Avatar: The Last Airbender,DS,Adventure,THQ,15,5.6,15,6.0,330000,2006,5,4,1220000
Teen Titans,GC,Action,THQ,12,5.6,30,7.1,330000,2006,5,3,750000
Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,26,6.5,7,7.4,330000,2011,10,1,330000
The Adventures of Tintin: The Game,Wii,Adventure,Ubisoft,35,6.3,18,7.1,330000,2011,4,5,1000000
Alien: Isolation,PS3,Adventure,Sega,50,7.9,1696,8.3,330000,2014,9,5,2370000
Clock Tower 3,PS2,Adventure,Capcom,28,6.9,48,7.5,330000,2003,11,1,330000
Iron Man 2,Wii,Action,Sega,35,4.1,28,4.0,330000,2010,9,5,1710000
Binary Domain,PS3,Action,Sega,43,7.4,232,8.1,330000,2012,9,2,520000
Way of the Samurai 2,PS2,Action,Capcom,32,5.9,21,8.6,330000,2004,11,1,330000
Murdered: Soul Suspect,PS4,Action-Adventure,Square Enix,60,5.9,513,6.8,330000,2014,18,4,740000
Dishonored: Death of the Outsider,PS4,Action,Bethesda Softworks,49,8.2,332,7.2,330000,2017,13,2,470000
Hulk,XB,Action,Universal Interactive,28,7.1,21,6.9,330000,2003,62,4,1580000
Ninja Blade,X360,Action,Microsoft,65,6.8,44,6.3,330000,2009,49,2,330000
Golden Axe: Beast Rider,X360,Action,Sega,33,4.5,19,4.3,330000,2008,9,2,650000
LEGO Harry Potter Collection,NS,Action,Warner Bros. Interactive Entertainment,17,7.3,135,7.4,330000,2018,14,3,1430000
Naruto: Rise of a Ninja,X360,Action,Ubisoft,35,7.8,57,7.7,330000,2007,4,1,330000
Ultimate NES Remix,3DS,Action,Nintendo,16,6.9,48,7.5,330000,2014,10,1,330000
Harry Potter and the Half-Blood Prince,PS3,Action,Electronic Arts,38,6.4,36,4.5,330000,2009,2,7,3220000
Shenmue II,XB,Adventure,Microsoft,31,8.0,158,9.0,320000,2002,49,2,470000
Silent Hill: Downpour,X360,Adventure,Konami,41,6.4,394,6.8,320000,2012,8,2,790000
Prince of Persia: The Sands of Time,GC,Adventure,Ubisoft,44,9.2,559,8.6,320000,2003,4,5,3630000
Batman: Arkham Origins,WiiU,Action-Adventure,Warner Bros. Interactive Entertainment,46,7.4,1113,7.6,320000,2013,14,3,4620000
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,Action,Konami,25,4.7,30,6.5,320000,2004,8,4,1080000
Elebits,Wii,Action,Konami,46,7.5,22,6.9,320000,2006,8,1,320000
Golden Axe: Beast Rider,PS3,Action,Sega,33,4.5,19,4.3,320000,2008,9,2,650000
Phineas and Ferb: Across the 2nd Dimension,PS3,Action,Disney Interactive Studios,13,6.3,23,7.1,320000,2011,15,3,1440000
Dead Rising 2: Off the Record,PS3,Action,Capcom,48,7.2,85,7.7,320000,2011,11,2,590000
Silent Hill HD Collection,PS3,Action,Konami Digital Entertainment,33,7.0,199,4.8,320000,2012,33,2,510000
LEGO The Incredibles,XOne,Action,Warner Bros. Interactive Entertainment,35,6.9,77,5.7,320000,2018,14,3,1480000
Overlord II,X360,Action,Codemasters,60,7.5,70,7.3,320000,2009,30,3,670000
LEGO Marvel's Avengers,WiiU,Action,Warner Bros. Interactive Entertainment,70,7.1,242,7.3,320000,2016,14,7,3120000
Overlord II,PS3,Action,Codemasters,60,7.5,70,7.3,320000,2009,30,3,670000
Crash of the Titans,X360,Action,Sierra Entertainment,25,6.5,102,7.0,320000,2007,56,5,2300000
Dark Void,X360,Action,Capcom,69,5.9,52,5.2,310000,2010,11,3,680000
Mega Man Battle Network 2,GBA,Action,Ubisoft,15,8.1,45,7.0,310000,2002,4,1,310000
Harry Potter and the Half-Blood Prince,X360,Action,Electronic Arts,38,6.4,36,4.5,310000,2009,2,7,3220000
Hitman,XOne,Action,Square Enix,41,8.4,585,7.8,310000,2017,18,2,1090000
Happy Feet,DS,Adventure,Midway Games,11,4.6,8,6.1,310000,2006,20,3,700000
Silent Hill: Shattered Memories,PSP,Adventure,Konami,56,7.9,252,7.6,310000,2010,8,3,1370000
Blade II,PS2,Action,Activision,21,4.9,17,6.1,310000,2002,1,2,440000
Disney's Stitch: Experiment 626,PS2,Action,Disney Interactive Studios,17,5.9,9,6.8,310000,2002,15,1,310000
MySims SkyHeroes,DS,Action,Electronic Arts,16,6.2,5,4.2,310000,2010,2,4,830000
Manhunt 2,PSP,Action,Rockstar Games,38,6.2,60,7.4,310000,2007,7,3,1410000
The Matrix: Path of Neo,XB,Action,Atari,42,6.9,66,7.6,310000,2005,16,3,800000
Mortal Kombat: Shaolin Monks,XB,Action,Midway Games,41,7.7,238,8.8,310000,2005,20,2,1000000
Clash of the Titans: The Videogame,PS3,Action,Namco Bandai,31,4.2,14,4.1,310000,2010,27,2,470000
Star Wars Episode III: Revenge of the Sith,DS,Action,Ubisoft,44,6.1,48,7.8,310000,2005,4,4,5590000
KISS Pinball,PS,Action,Take-Two Interactive,7,2.6,5,4.0,310000,2001,45,1,310000
Sonic Boom: Rise of Lyric,WiiU,Action-Adventure,Sega,28,3.2,752,3.7,310000,2014,9,1,310000
The LEGO Movie Videogame,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,31,7.1,177,7.0,310000,2014,14,7,5350000
Sorcery,PS3,Action-Adventure,Sony Computer Entertainment,52,7.0,60,7.6,300000,2012,6,1,300000
Dynasty Warriors 6,X360,Action,KOEI,42,6.0,28,6.9,300000,2008,42,3,1260000
Ultimate Spider-Man,GBA,Action,Activision,53,7.7,59,8.5,300000,2005,1,6,1940000
Resident Evil: Revelations 2,PS3,Action,Capcom,30,7.5,674,7.6,300000,2015,11,5,1240000
Looney Tunes: Duck Amuck,DS,Action,Warner Bros. Interactive,16,6.6,4,7.0,300000,2007,22,1,300000
Charlie and the Chocolate Factory,GBA,Adventure,Global Star Software,21,3.5,10,3.8,300000,2005,65,4,940000
Neopets: The Darkest Faerie,PS2,Adventure,Sony Computer Entertainment,18,6.1,12,8.7,300000,2005,6,1,300000
Fist of the North Star: Ken's Rage 2,PS3,Action,Tecmo Koei,19,4.9,24,7.3,300000,2013,40,3,380000
Chaos Legion,PS2,Action,Capcom,34,6.5,45,7.2,300000,2003,11,2,300000
LEGO Marvel's Avengers,3DS,Action,Warner Bros. Interactive Entertainment,70,7.1,242,7.3,300000,2016,14,7,3120000
LEGO DC Super-Villains,XOne,Action-Adventure,Warner Bros. Interactive Entertainment,43,7.4,155,7.3,300000,2018,14,3,1200000
MySims SkyHeroes,Wii,Action,Electronic Arts,16,6.2,5,4.2,300000,2010,2,4,830000
24: The Game,PS2,Adventure,2K Games,53,6.2,29,7.7,300000,2006,24,1,300000
Harry Potter and the Order of the Phoenix,X360,Adventure,Electronic Arts,38,6.8,41,5.3,300000,2007,2,7,2520000
Assassin's Creed IV: Black Flag,WiiU,Action-Adventure,Ubisoft,36,8.8,2065,8.3,290000,2013,4,6,13710000
Sherlock Holmes: Crimes & Punishments,PS4,Adventure,Focus Home Interactive,36,7.3,295,7.3,290000,2014,70,4,490000
The Golden Compass,PS3,Adventure,Sega,25,4.1,8,5.4,290000,2007,9,7,2840000
Just Cause 4,XOne,Action-Adventure,Square Enix,49,6.8,510,4.7,290000,2018,18,2,850000
Lupin the 3rd: Treasure of the Sorcerer King,PS2,Adventure,Bandai,16,6.7,4,6.5,290000,2004,31,1,290000
Alien: Isolation,X360,Adventure,Sega,50,7.9,1696,8.3,290000,2014,9,5,2370000
Majin and the Forsaken Kingdom,PS3,Adventure,Namco Bandai,49,7.2,53,7.9,290000,2010,27,2,480000
Dead Rising: Chop Till You Drop,Wii,Action,Capcom,30,6.1,20,5.9,290000,2009,11,1,290000
Nicktoons: Battle for Volcano Island,GC,Action,THQ,7,5.9,19,7.3,290000,2006,5,2,580000
LEGO Harry Potter: Years 5-7,PSP,Action,Warner Bros. Interactive,35,7.7,105,7.6,290000,2011,22,8,5020000
Sengoku Basara: Samurai Heroes,Wii,Action,Capcom,37,6.1,44,8.0,290000,2010,11,2,930000
Warriors Orochi 2,PSP,Action,KOEI,28,4.4,14,8.0,290000,2009,42,5,870000
Spider-Man: Friend or Foe,X360,Action,Activision,51,6.0,41,6.6,290000,2007,1,6,1460000
Ben 10 Alien Force: Vilgax Attacks,PS2,Action,D3 Publisher,9,6.1,30,7.6,290000,2009,34,5,1800000
Nicktoons: Battle for Volcano Island,DS,Action,THQ,7,5.9,19,7.3,290000,2006,5,2,580000
Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,28,6.5,12,7.1,290000,2010,40,3,970000
Kenka Bancho: Badass Rumble,PSP,Action,Atlus,21,7.0,7,7.3,290000,2009,32,1,290000
Trace Memory,DS,Adventure,Nintendo,51,7.0,39,7.6,290000,2005,10,1,290000
Marvel Super Hero Squad,PS2,Adventure,THQ,16,4.9,12,5.8,290000,2009,5,4,1270000
Mini Ninjas,X360,Action,Eidos Interactive,44,7.3,35,8.0,290000,2009,21,5,1360000
Viewtiful Joe,PS2,Action,Capcom,52,9.3,124,7.7,280000,2004,11,2,900000
Darksiders,PS3,Action,THQ,81,8.3,342,7.8,280000,2010,5,3,1490000
Medieval Moves: Deadmund's Quest,PS3,Action,Sony Computer Entertainment,41,6.1,20,7.4,280000,2011,6,1,280000
Harry Potter and the Sorcerer's Stone,PS2,Action,Electronic Arts,14,5.6,70,6.5,280000,2003,2,6,3910000
Transformers: Dark of the Moon,X360,Action,Activision,53,5.9,42,6.3,280000,2011,1,4,1020000
Thief,X360,Action,Square Enix,48,6.7,862,6.1,280000,2014,18,4,1980000
True Crime: New York City,XB,Action,Activision,47,6.0,65,7.2,280000,2005,1,4,1210000
Jackass the Game,PS2,Action,Red Mile Entertainment,24,5.8,22,6.9,280000,2007,237,2,500000
El Shaddai: Ascension of the Metatron,PS3,Action,Ignition Entertainment,46,7.8,52,7.3,280000,2011,102,2,440000
The Warriors,XB,Action,Rockstar Games,55,8.5,47,7.9,280000,2005,7,3,1090000
Bladestorm: The Hundred Years' War,PS3,Action,KOEI,26,6.3,12,5.8,280000,2007,42,2,370000
X-Men: Reign of Apocalypse,GBA,Action,Activision,10,6.1,15,7.1,280000,2001,1,1,280000
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,Adventure,Buena Vista,36,6.8,20,7.9,280000,2005,61,5,1760000
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,Adventure,THQ,8,6.5,6,8.8,280000,2004,5,3,1280000
Avatar: The Last Airbender,Wii,Adventure,THQ,15,5.6,15,6.0,280000,2006,5,4,1220000
Myst III: Exile,PS2,Adventure,Ubisoft,22,8.3,56,8.1,280000,2002,4,3,340000
Onechanbara Z2: Chaos,PS4,Action,NIS America,40,5.7,102,7.1,280000,2015,50,1,280000
The Warriors,PSP,Action,Rockstar Games,55,8.5,47,7.9,280000,2007,7,3,1090000
Indiana Jones and the Staff of Kings,PS2,Action,LucasArts,32,5.5,23,7.3,280000,2009,12,4,1510000
Gundam Versus,PS4,Action,Namco Bandai Games,32,6.8,52,6.4,280000,2017,29,1,280000
Pirates of the Caribbean: Dead Man's Chest,PSP,Adventure,Buena Vista,34,5.2,8,6.9,280000,2006,61,3,1010000
Dragon Ball GT: Transformation,GBA,Action,Atari,12,6.9,26,6.7,280000,2005,16,1,280000
Silent Hill 2: Restless Dreams,XB,Action,Konami,23,8.4,69,8.7,280000,2001,8,1,280000
LEGO The Hobbit,XOne,Action-Adventure,Warner Bros. Interactive Entertainment,47,7.2,155,6.7,270000,2014,14,7,2460000
Metal Gear Solid V: Ground Zeroes,XOne,Action-Adventure,Konami Digital Entertainment,70,7.5,1631,6.5,270000,2014,33,4,2200000
Family Guy: Back to the Multiverse,PS3,Action-Adventure,Activision,28,3.9,65,5.3,270000,2012,1,2,520000
Batman: Arkham Origins Blackgate,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,38,6.1,154,6.7,270000,2013,14,2,750000
Robinson: The Journey,PS4,Action-Adventure,Sony Interactive Entertainment,46,6.4,97,6.7,270000,2016,53,1,270000
Shenmue I & II,PS4,Action-Adventure,Sega,36,7.5,282,8.5,270000,2018,9,2,340000
